start	end	text
2271620	2274540	contract的大家都知道了
2274540	2276440	那我们就不说了
2276440	2277540	我特别喜欢动词
2277540	2282900	这里是等会我们来说
2282900	2286880	Provide specific goods and service over a set period
2286880	2287940	就是一段时间
2287940	2292880	The sales order receive or require the information receive
2292880	2294880	OK 等会我们可以编一下
2294880	2299200	Or require the information from the customer master record
2299200	2302900	这个record呢 是可以做动词也可以做什么
2302900	2307520	可以做动词也可以做什么
2307540	2309540	名詞
2309540	2315540	打破記錄, broken the record
2315540	2317540	record
2317540	2319540	record是動詞
2319540	2321540	record是名詞
2323540	2325540	比如說錄音
2325540	2327540	那我們的 homework是
2327540	2329540	record還是 record
2329540	2331540	對
2331540	2333540	record
2333540	2335540	好,好。
2335540	2336540	好。
2336540	2337540	好。
2337540	2338540	好。
2338540	2339540	好。
2339540	2340540	好。
2340540	2341540	好。
2341540	2342540	好。
2342540	2343540	好。
2343540	2344540	好。
2344540	2345540	好。
2345540	2346540	好。
2346540	2347540	好。
2347540	2348540	好。
2348540	2349540	好。
2349540	2350540	好。
2350540	2351540	好。
2351540	2352540	好。
2352540	2353540	好。
2353540	2354540	好。
2354540	2355540	好。
2355540	2356540	好。
2356540	2357540	好。
2357540	2358540	好。
2358540	2359540	好。
2359540	2360540	好。
2360540	2361540	好。
2361540	2362540	好。
2362540	2362540	
2362540	2363540	好。
2363540	2364960	maybe use to construct
2364960	2367180	组成的这个
2367180	2368200	sales order
2368200	2370380	in the sales order
2370380	2375700	OK
2375700	2378800	the sales order receive
2378800	2380760	那收到了所有的
2380760	2381700	the beginning data
2381700	2383580	from a preceding document
2383580	2385360	那就是之前的
2385360	2386040	好
2386040	2388140	那我们现在来看一看这几个词
2388140	2389280	我们来变一下子
2389280	2391080	provide
2391080	2392720	那可以 provide什么东西
2392720	2395780	assistant
2395780	2398500	oh very very good
2398500	2400780	provide a
2400780	2401660	assistant
2401660	2406440	solution
2406440	2408440	solution
2408440	2410440	okay very good
2410440	2412380	还可以 provide什么
2412380	2417980	provide a customer service right
2417980	2420000	provide a document
2420000	2421240	嗯
2421240	2422000	嗯
2422000	2423000	嗯
2423000	2424000	Provide
2424000	2426080	Provide document
2426080	2428660	Provide a screenshot
2428660	2432100	Provide a specific error
2432100	2434220	Specific error
2434220	2435460	Screenshot或者 error
2435460	2436940	Error message, right?
2437600	2437780	Yeah
2437780	2441420	Okay,可以 provide
2441420	2443380	Good service, right?
2445380	2446700	Service已经讲过了
2446700	2448020	Okay, error message
2448020	2448860	Provide什么
2448860	2451320	你可以去要你的这个用户
2451320	2452740	还有provide什么
2452740	2453380	document
2453380	2455200	provide functional document
2455200	2455680	FS
2455680	2456220	好吧
2456220	2457960	好
2457960	2459880	那receive就是收到
2459880	2461920	那想一想
2461920	2464100	这个我们在做interface的时候呢
2464100	2465720	我们不是有一个这个
2465720	2467600	叫sender吗
2467600	2470060	就是发送方
2470060	2470900	对吧
2470900	2472080	比如说SAP
2472080	2473720	送document出去
2473720	2475380	SAP我们叫它sender
2475380	2477120	那另外一方叫什么
2477120	2478200	receiver
2478200	2479960	非常好
2479960	2480200	非常好
2480200	2481200	非常好
2481200	2482200	非常好
2482200	2483200	非常好
2483200	2484200	非常好
2484200	2484200	
2484200	2485200	非常好
2485200	2486200	非常好
2486200	2487200	非常好
2487200	2488200	非常好
2488200	2489200	非常好
2489200	2490200	非常好
2490200	2491200	非常好
2491200	2492200	非常好
2492200	2493200	非常好
2493200	2494200	非常好
2494200	2495200	非常好
2495200	2496200	非常好
2496200	2497200	非常好
2497200	2498200	非常好
2498200	2499200	非常好
2499200	2500200	非常好
2500200	2501200	非常好
2501200	2502200	非常好
2502200	2503200	非常好
2503200	2504200	非常好
2504200	2505200	非常好
2505200	2506200	非常好
2506200	2507200	非常好
2507200	2507200	
2507200	2507200	
2507200	2508200	非常好
2508200	2510340	sender, okay?好,那
2510340	2511580	record, record,
2512320	2514160	record your voice, record,
2514820	2516360	我们经常听那个大学
2516360	2517240	里面听那个
2517240	2520340	听讲话的时候,我们可能
2520340	2522020	就可以经常听到,record,
2522320	2524280	record, record, okay?
2525120	2526260	好,那我们现在知道
2526260	2528420	record your voice, record your
2528420	2530720	meeting,
2532260	2532540	okay?
2533280	2534120	我们可以把meeting
2534120	2536020	也可以record起来,那如果我们
2536020	2538080	是说系统代文的话,我们可以record
2538080	2539680	system 是吗
2539680	2541560	diamon
2541560	2541920	right
2541920	2547100	okay
2547100	2549500	好的 那我们这边就
2549500	2550360	proceeding
2550360	2550960	proceeding
2550960	2551960	那是之前的
2551960	2556180	好 那我们现在呢
2556180	2556680	就是说
2556680	2558780	就讲了一些这些单词
2558780	2560880	那大家对这些单词的话
2560880	2562020	就是对哪个
2562020	2564400	还是不是很清楚
2564400	2566120	或者就是你觉得
2566120	2567520	这个词
2567520	2568200	你可以
2568200	2571120	你去 pick up any words
2571120	2571480	ok
2571480	2573620	so try to pick up any words
2573620	2574620	and use your
2574620	2577260	use it in your work environment
2577260	2577940	ok
2577940	2580380	好
2580380	2581780	那我们请同学来
2581780	2583780	主一个词吧
2583780	2585000	你就是用 provide
2585000	2585820	来主一个词
2585820	2587400	主一个句子
2587400	2591420	你可以连起来说
2591420	2592480	so let me give you
2592480	2593260	some scenario
2593260	2593700	ok
2593700	2595560	今天的会议呢
2595560	2596320	非常重要
2596320	2604340	那我只希望功能顧問們能提供具體的解決方案出來
2604340	2608440	誰願意嘗試一下
2608440	2610740	這個官面堂房的話我們是可以說的
2610740	2612720	我願意嘗試
2612720	2613920	OK 蒙蒙
2613920	2620320	今天這個會議是非常重要的
2620320	2630080	I hope that all the function consultants can provide specific solutions
2630080	2633560	after this meeting.
2633560	2641480	We will arrange another meeting at the next month.
2641480	2654480	在那一刻,我们会展示我们的用户尔组的解决方式。
2655480	2666480	如果有任何人在这一刻。
2671480	2673840	I wish all of you...
2673840	2680260	I hope everyone is available at that time.
2682060	2682780	OK
2701480	2704860	就是会讲一点点这个interview的一些question
2704860	2711700	我不知道你们有没有做过这个就是SWOT的分析法
2711700	2715820	So anyone know, anyone familiar with this method?
2716480	2717340	SWOT
2717340	2721880	这也是一个非常好的一个工具啊
2721880	2723140	你们可以去查一下子
2723140	2727460	这个不仅仅是这个分析我们自己的个人成长啊
2727460	2730360	我们也可以是用于到分析这个工业
2730360	2733780	公司软件或者这个企业
2733780	2736160	比如说那个制药行业
2736160	2737140	那我们可以用这个
2737140	2739100	也可以用这个SWOT分析法
2739100	2741900	这是我们MBA的那个课程里头
2741900	2745280	是经常会要用到这个SWOT分析法
2745280	2746840	那去分析一个企业
2746840	2748700	他的那个前景怎么样
2748700	2749860	他的那个弱势
2749860	2752540	他的机会是在哪里
2752540	2754140	或者他的威胁是在哪里
2754140	2755400	好
2755400	2756580	那我们先来看一下
2756580	2759280	那针对于我们个人的话呢
2759280	2763500	我们就是要夸自己
2763500	2764660	What's your strength
2764660	2767360	或者我们经常会遇到的问题就会问
2767360	2770280	Why do you think you are the best candidate
2770280	2773300	你为什么觉得你自己是最好的这个candidate呢
2773300	2775720	那这个其实就是要夸你的strength
2775720	2777240	OK
2777240	2778780	针对这个strength呢
2778780	2781360	那你就要总结一下
2781360	2781940	比如说
2781940	2784440	So I'm very good at communication
2784440	2786040	或者就是说我们的
2786040	2790600	或者就是说你的那个沟通能力很强
2790600	2793260	或者I coordinate the meeting
2793260	2795600	I coordinate with the team members
2795600	2797880	to finish your task successfully
2797880	2802700	就是我去协调这个成员或者用户
2802700	2806240	然后使得我们这个项目推进的很成功
2806240	2809460	你要把你自己的这个点列出来
2809460	2810560	你的stress是什么
2810560	2812520	当然每个人都可能有自己的强项
2812520	2812840	对吧
2812840	2815060	那在面试的时候呢
2815060	2817680	他们也会有一些很tricky
2817680	2818180	tricky
2818180	2819820	tricky知道什么意思吗
2819820	2828020	就是很有诱惑性的
2828020	2833780	就有点点诱惑你的这个问题
2833780	2834240	tricky
2834240	2835200	very tricky
2835200	2838200	trick
2838200	2838820	trick
2838820	2841820	下个月我们就要过这个
2841820	2843740	万圣节
2843740	2846200	我们叫chick
2846200	2847960	chick就是要来讨堂的
2847960	2850540	他们就是小孩子要拿一个大南瓜
2850540	2854580	要到每家每户去要堂
2854580	2856500	chick or cheat
2856500	2858680	we call it trick and treat
2858680	2869580	chick and treat
2869580	2870220	ok
2870220	2871960	那这个问题很tricky
2871960	2875640	就是很有可能会有像有陷阱一样的
2875640	2877800	然后有的人可能就比较实诚
2877800	2880520	就是what are your weakness
2880520	2882560	那他可能真的讲一大堆自己的坏话
2882560	2885400	那这个其实呢我们是要有点反而赛
2885400	2889420	就是把这个缺点虽然是缺点
2889420	2891400	但是实际上是会转化成优点
2891400	2894060	比如说I really work hard
2894060	2895940	I work really hard
2895940	2898480	so sometimes I cannot balance my life
2898480	2901120	就是有时候我不能平衡我的生活
2901120	2903200	这个他也把它变成弱点
2903200	2906720	或者有时候就是我太那个认真了
2906720	2907580	就是
2907580	2911160	everything I pay more attention to the details
2911160	2913620	就是我会把那个细节看得很重
2913620	2915600	你说但是实际上呢
2915600	2919400	就是sometimes time schedule is very tight
2919400	2922620	I pay more attention to the details
2922620	2924460	就是我会把那个
2924460	2927020	重点呢会放在这个细节上面
2927020	2929720	这个就是你可以稍微讲一点点缺点
2929720	2933280	但是就是你不要
2933280	2934720	不要讲太重了
2934720	2935500	讲自己的缺点
2935500	2937420	不要成了一个致命的缺点了
2937420	2944440	好
2944440	2946860	那机会是什么呢
2946860	2947580	那机会的话
2947580	2949040	那比如说我们讲一个软件
2949040	2950660	或者讲这个job market
2950660	2951880	就是
2951880	2953980	very competitive
2953980	2954540	对吧
2954540	2956540	就是竞争性非常激烈
2956540	2958460	那在这种情况之下呢
2958460	2959920	那我们有什么样的机会呢
2959920	2960460	那比如说
2960460	2962200	So things you come here
2962200	2964580	to take any English class
2964580	2965820	I think in the future
2965820	2967940	you will have more opportunity
2967940	2968340	OK
2968340	2971120	You will have more global opportunities
2971120	2973360	就是你会有更多的这个
2973360	2975560	global的项目的机会
2975560	2975860	对吧
2975860	2976560	好
2976560	2977900	那威胁是什么呢
2977900	2978640	威胁的话
2978640	2979980	就是比如说
2979980	2983640	你会就是同行竞争太激烈了
2983640	2985580	然后就是说项目会减少啊
2985580	2986240	或等等
2986240	2987440	这个就是一个威胁
2987440	2988040	好
2988040	2990100	那这个今天是做为我们一个homework
2990100	2991940	我们可以把这两部分来
2991940	2995340	下次上课的时候呢
2995340	2997800	不是等会儿啊
2997800	2999340	是下周上课的时候呢
2999340	3000440	同学可以把这个
3000440	3003180	你的这个优点和这个缺点
3003180	3004020	你能列出来
3004020	3006300	然后来稍微讲一下子
3006300	3008220	就是说你是什么样的人
3008220	3009380	你的缺点是什么
3009380	3010440	你的优点是什么
3010440	3012220	好吗
3012220	3015860	好
3015860	3017060	那我们再
3017060	3018300	50了
3018300	3019500	那我们休息10分钟吧
3019500	3020240	休息10分钟
3020240	3022100	我们10点再回来
3022100	3026640	反正我们下课
3026640	3027440	等会下课的时候
3027440	3028340	我们就多讲一点
3028340	3029520	好吗
3029520	3032460	好的
3032460	3033200	OK
